date,article_id,country_code,sold_units
2020-09-30,3576,USA,1
2021-05-17,1516,RUS,3
2021-08-31,362,GBR,7
2020-02-09,362,USA,2
2021-08-02,2902,ITA,1
2020-11-18,362,USA,1
2021-06-08,1923,GBR,1
2021-08-17,332,USA,1
2019-10-24,3417,FRA,1
2021-05-24,5984,USA,1
2020-04-09,5984,UKR,1
2020-10-19,2902,RUS,1
2019-07-22,332,RUS,1
2020-07-07,1132,ITA,2
2021-08-07,2902,ITA,1
2020-01-06,3446,USA,1
2020-11-21,409,ITA,2
2021-05-12,3417,RUS,1
2020-09-16,332,CAN,1
2020-06-14,362,RUS,1
2020-06-28,362,USA,1
2020-01-11,3576,ESP,1
2019-12-06,332,USA,2
2021-08-08,362,ITA,1
2020-12-05,5972,RUS,2
2021-06-10,1516,AUS,1
2020-03-17,5972,RUS,1
2021-01-19,5972,RUS,1
2019-07-24,5984,DEU,1
2019-12-23,2902,GBR,2
2021-07-21,1132,USA,2
2021-02-24,4139,USA,2
2020-05-09,362,RUS,1
2021-03-02,5972,BEL,3
2021-02-10,5972,USA,1
2020-04-30,1579,UKR,1
2019-12-30,3446,ITA,2
2020-03-16,2902,USA,2
2019-11-17,3446,ROU,1
2020-10-08,3448,USA,3
2020-07-06,5972,ESP,2
2020-07-23,362,ESP,2
2019-12-26,3446,USA,2
2020-06-04,1579,FRA,2
2020-01-01,332,ESP,1
2020-04-29,3417,RUS,1
2021-03-02,3448,RUS,1
2021-03-25,1923,USA,1
2020-05-13,1516,POL,1
2021-06-26,5984,ROU,3
2020-11-05,1132,USA,3
2020-12-25,1132,ITA,3
2020-08-17,3446,FRA,6
2021-08-29,1132,USA,3
2020-06-07,332,USA,1
2020-05-30,5984,RUS,1
2020-09-10,1132,DEU,1
2019-12-01,1579,GBR,2
2021-08-11,332,GBR,1
2019-11-13,1516,DEU,1
2020-05-02,3448,GBR,1
2021-05-07,332,DEU,1
2020-12-28,5972,AUS,1
2020-06-14,3446,ESP,11
2020-11-01,2902,USA,3
2021-07-20,1579,DEU,2
2020-11-25,1132,RUS,2
2020-12-30,3448,USA,3
2019-11-05,3417,NLD,2
2020-09-08,362,USA,1
2020-08-03,362,CAN,1
2019-09-08,3446,RUS,4
2021-08-14,2902,RUS,1
2021-03-23,3576,GBR,1
2021-01-05,362,FRA,2
2020-08-09,3448,USA,2
2019-09-19,332,USA,1
2020-04-27,3448,FRA,1
2020-07-30,1132,DEU,3
2020-08-03,1579,FRA,1
2020-11-24,3448,AUS,1
2020-05-01,2902,AUS,1
2021-02-27,332,POL,1
2019-10-23,3576,GBR,2
2021-07-14,1516,GBR,6
2020-03-07,5972,ITA,1
2021-04-08,332,USA,2
2020-12-07,332,USA,2
2020-05-21,1132,ITA,2
2021-04-26,409,RUS,1
2021-08-09,1579,USA,1
2021-01-14,3448,USA,17
2020-10-06,5984,USA,1
2020-11-14,5972,USA,1
2020-04-12,1132,RUS,2
2021-06-07,1132,DEU,1
2021-08-07,1923,RUS,3
2019-10-06,3417,POL,1
2019-09-02,3446,DEU,1
2019-11-06,5972,RUS,1
2020-04-26,1132,RUS,2
2021-06-27,1923,RUS,2
2020-09-06,2902,RUS,2
2020-10-11,332,POL,1
2020-09-15,3417,USA,2
2020-10-09,362,SWE,2
2021-07-03,362,USA,1
2021-05-11,332,GBR,2
2021-05-14,332,CZE,1
2020-11-26,2902,ITA,1
2020-01-18,332,UKR,1
2021-05-24,1132,USA,1
2019-12-30,3448,USA,1
2019-09-13,3446,RUS,1
2020-10-10,362,USA,1
2021-02-25,362,UKR,1
2020-11-09,2902,FRA,2
2021-05-12,362,GBR,1
2020-04-16,3417,GBR,4
2021-05-12,1132,GBR,1
2021-03-01,3448,ITA,1
2021-05-18,4139,GBR,2
2020-10-08,409,RUS,1
2021-06-25,362,POL,2
2020-05-05,1516,USA,1
2020-10-06,1132,USA,2
2021-07-06,1579,AUS,1
2020-08-30,362,USA,3
2020-09-08,332,GBR,1
2020-10-20,5972,GBR,2
2021-01-20,3446,FRA,1
2021-01-10,332,USA,1
2021-06-10,2902,ESP,10
2020-01-14,1579,USA,3
2021-06-15,409,CAN,1
2020-05-13,3446,RUS,2
2020-11-26,1132,GBR,1
2020-11-21,3417,USA,1
2020-07-03,1579,USA,1
2021-03-25,409,USA,1
2020-03-17,3446,CAN,1
2020-12-31,362,USA,2
2020-12-25,1132,USA,3
2021-05-15,1132,BEL,1
2021-06-28,409,UKR,1
2021-06-14,409,DEU,5
2020-10-16,3576,RUS,1
2021-03-22,1132,USA,2
2020-10-26,3446,CAN,2
2020-11-21,332,DEU,2
2020-07-04,1132,USA,1
2020-07-24,1132,CAN,1
2020-08-04,362,USA,1
2020-12-18,332,USA,1
2021-06-11,2902,USA,7
2019-12-31,3448,USA,4
2020-12-29,4139,UKR,6
2020-10-14,362,FRA,1
2021-08-02,5984,UKR,1
2021-02-19,5984,RUS,1
2021-06-14,1923,RUS,3
2019-11-09,3446,RUS,4
2020-10-04,1132,FRA,1
2021-05-01,332,NLD,2
2019-09-22,332,ESP,1
2021-06-12,1132,RUS,1
2019-12-13,332,SWE,2
2021-01-28,3576,NLD,2
2020-10-22,5972,ESP,1
2020-12-11,1516,ESP,1
2021-01-10,3448,UKR,26
2021-04-09,4139,AUS,2
2019-09-23,332,USA,4
2021-07-29,362,RUS,3
2021-05-24,332,USA,1
2020-03-17,1132,USA,1
2021-06-04,1132,GBR,1
2021-06-19,1516,USA,1
2019-12-27,2902,BEL,2
2021-06-30,1132,CAN,1
2021-05-02,3417,USA,2
2020-06-09,362,ESP,1
2020-06-07,3446,AUS,5
2020-10-01,362,ITA,1
2019-11-14,3446,USA,1
2020-05-03,3448,RUS,1
2019-11-08,3446,USA,1
2021-06-10,3446,USA,2
2021-08-14,1132,ITA,2
2020-04-10,332,FRA,1
2020-09-07,2902,USA,2
2019-07-28,3576,USA,1
2020-02-28,2902,USA,1
2021-04-15,4139,USA,1
2019-08-26,5984,CZE,1
2019-08-16,5972,ESP,1
2021-01-17,362,ROU,2
2020-10-03,1579,AUS,2
2021-07-07,332,USA,1
2020-08-19,1516,FRA,1
2020-12-04,332,POL,1
2021-06-19,362,ESP,1
2020-12-21,332,USA,2
2020-12-09,409,USA,2
2021-07-31,1132,POL,1
2019-12-17,332,ROU,2
2020-02-20,3448,GBR,1
2020-05-19,1132,USA,2
2020-02-05,1579,ITA,1
2020-06-29,3417,USA,1
2021-01-12,362,UKR,2
2020-11-15,5972,FRA,1
2020-11-28,4139,USA,2
2019-09-25,332,USA,1
2020-05-30,3446,BEL,1
2020-09-19,362,POL,1
2020-10-11,362,RUS,3
2021-06-19,1923,DEU,2
2021-06-11,1516,CAN,1
2021-07-20,5984,FRA,2
2020-03-21,362,ESP,1
2020-10-26,5984,ESP,1
2021-03-27,1132,USA,1
2021-04-01,3446,RUS,1
2020-08-10,5984,GBR,2
2019-07-21,332,USA,2
2020-05-29,332,RUS,1
2019-08-10,332,SWE,1
2019-10-15,3576,USA,2
2020-05-05,409,ESP,2
2020-04-10,3417,DEU,1
2020-09-02,2902,RUS,3
2020-09-07,332,USA,1
2021-08-14,1132,ITA,2
2021-03-09,409,RUS,1
2021-03-10,362,NLD,1
2020-12-08,3448,FRA,2
2021-03-18,362,USA,2
2019-11-25,5984,UKR,2
2021-03-16,362,ROU,1
2020-12-08,2902,USA,1
2019-12-22,5972,RUS,2
2020-08-20,2902,ROU,3
2019-09-03,3446,NLD,2
2021-06-24,1923,POL,3
2021-03-12,5984,ESP,2
2020-01-31,3446,FRA,2
2020-09-19,362,RUS,1
2021-02-23,4139,USA,3
2021-02-14,3576,ITA,2
2020-06-06,3417,USA,1
2021-06-25,362,USA,2
2021-05-18,1516,GBR,1
2020-12-17,362,USA,1
2020-02-27,3446,RUS,1
2019-10-20,332,CAN,1
2019-09-25,5972,CAN,1
2021-03-24,3448,GBR,3
2021-06-28,3576,USA,2
2019-09-07,409,RUS,2
2019-11-06,332,USA,1
2020-06-19,1132,USA,1
2020-06-12,3446,DEU,3
2020-08-03,3446,PRT,2
2020-12-09,3448,SWE,3
2019-09-02,332,FRA,2
2020-07-06,1579,NLD,1
2019-09-15,3446,UKR,1
2019-09-07,1516,USA,1
2021-06-18,362,USA,1
2021-03-01,2902,DEU,1
2019-08-09,1579,USA,1
2020-04-18,3446,USA,1
2019-09-23,3446,DEU,1
2020-03-11,1132,FRA,1
2020-03-06,1579,USA,1
2020-03-19,5984,USA,1
2021-08-07,332,USA,2
2020-01-27,3448,RUS,2
2020-12-26,409,ITA,2
2020-12-04,5972,RUS,5
2020-06-02,1132,USA,2
2019-12-04,3448,DEU,6
2020-06-18,1516,RUS,3
2020-04-19,1579,NLD,1
2020-06-04,3446,USA,4
2021-06-20,2902,AUS,1
2021-05-03,3576,RUS,2
2021-07-12,4139,USA,1
2020-09-07,332,ROU,1
2021-07-06,2902,GBR,1
2020-10-17,4139,FRA,3
2021-06-01,4139,UKR,1
2021-08-27,362,USA,3
2020-11-30,4139,USA,1
2021-07-04,3448,USA,2
2020-12-09,1923,USA,3
2020-06-20,2902,USA,1
2021-03-20,1923,FRA,3
2019-12-25,332,CZE,2
2020-08-31,3576,USA,1
2020-09-10,5972,USA,1
2021-06-01,1132,ROU,3
2021-07-24,3446,ROU,4
2021-06-10,3417,USA,1
2021-08-22,362,CAN,2
2021-05-13,1516,USA,2
2019-12-11,332,FRA,1
2021-05-17,332,DEU,1
2020-09-04,362,CAN,3
2021-08-26,3417,FRA,2
2020-06-18,3417,USA,1
2020-07-21,3576,FRA,1
2021-07-03,2902,DEU,2
2021-05-27,5984,ESP,1
2021-05-10,1516,PRT,2
2020-09-20,332,RUS,2
2021-04-23,4139,GRC,2
2021-03-15,332,FRA,1
2020-05-06,3446,USA,6
2019-11-06,3417,FRA,1
2021-08-12,1132,USA,1
2021-03-15,409,RUS,1
2019-12-02,332,CZE,2
2021-04-19,1132,DEU,1
2020-02-13,2902,USA,1
2020-05-22,1132,UKR,1
2021-04-06,3417,ITA,1
2019-09-23,3446,ESP,1
2021-05-23,332,USA,1
2019-12-18,2902,USA,5
2020-09-02,362,FRA,1
2021-06-22,3417,CZE,2
2021-02-14,332,USA,1
2021-06-24,1923,ITA,3
2021-07-09,1132,FRA,2
2020-05-29,5984,USA,2
2021-07-16,409,USA,1
2020-09-13,1516,CAN,2
2021-03-17,1132,CAN,3
2021-01-01,5972,CAN,1
2020-06-30,332,USA,2
2020-08-03,1579,POL,1
2020-10-31,5984,ROU,1
2020-11-29,362,ROU,2
2020-07-10,1132,DEU,1
2020-03-15,5984,GBR,1
2020-10-29,1923,ITA,7
2021-08-07,1132,RUS,6
2020-05-09,362,GBR,1
2019-11-26,3446,RUS,1
2020-01-22,1579,RUS,1
2020-11-09,2902,USA,2
2019-08-07,1516,USA,1
2020-11-10,2902,ITA,2
2021-04-24,1516,USA,3
2020-10-24,1132,ITA,4
2020-03-26,362,FRA,1
2020-01-11,332,DEU,1
2020-08-27,5984,UKR,1
2021-06-23,332,ITA,1
2020-06-21,1516,UKR,1
2020-01-13,2902,RUS,2
2021-06-26,3417,RUS,1
2020-05-24,332,GRC,1
2020-06-27,3576,FRA,2
2019-09-16,332,USA,1
2019-12-28,3446,DEU,2
2020-12-20,1132,ESP,1
2021-03-05,409,RUS,1
2020-05-09,2902,DEU,6
2021-08-20,409,RUS,1
2019-09-08,3446,USA,4
2020-03-10,5972,AUS,1
2021-08-12,5984,RUS,1
2020-11-03,362,ESP,2
2019-08-03,1579,USA,1
2019-07-24,1516,USA,1
2020-04-11,3417,DEU,4
2019-11-21,332,RUS,3
2019-12-10,332,RUS,1
2020-09-11,362,ESP,1
2020-11-20,362,RUS,1
2020-06-27,3576,DEU,2
2019-12-06,332,FRA,2
2019-08-24,332,SWE,1
2020-11-07,2902,ITA,2
2021-05-13,332,AUS,1
2020-12-12,362,PRT,1
2020-09-24,5972,USA,1
2021-08-31,1132,USA,2
2020-12-25,1579,USA,1
2020-04-22,332,USA,1
2021-08-31,3417,USA,3
2019-07-23,332,CAN,3
2021-04-19,1132,ITA,1
2020-04-09,1132,FRA,1
2019-11-06,1516,USA,1
2021-05-11,332,RUS,2
2020-10-17,362,ITA,1
2021-07-31,4139,DEU,2
2021-05-17,3448,USA,2
2021-01-14,2902,DEU,1
2021-02-09,2902,USA,2
2020-04-13,1579,PRT,1
2020-09-09,1132,RUS,2
2021-03-19,1923,ESP,2
2021-01-10,3448,USA,26
2021-08-06,1132,POL,7
2020-09-29,2902,FRA,1
2019-09-17,5984,RUS,2
2020-07-23,2902,POL,1
2019-11-17,3448,GBR,7
2020-09-13,332,USA,1
2020-02-28,1132,RUS,1
2020-02-26,1132,DEU,1
2020-11-28,1132,RUS,1
2020-11-02,2902,NLD,4
2019-08-14,1516,FRA,2
2020-06-11,332,FRA,1
2020-07-28,1579,RUS,2
2021-05-17,1516,AUS,3
2021-05-24,1579,RUS,1
2020-12-24,4139,RUS,4
2020-09-13,3446,ESP,1
2019-12-08,5984,DEU,1
2020-03-21,362,USA,1
2020-04-14,3448,ITA,1
2020-02-04,1579,DEU,2
2020-05-05,409,FRA,2
2020-08-10,332,ITA,1
2021-01-23,3576,RUS,2
2021-07-14,362,ITA,4
2021-08-27,2902,GBR,unknown
2020-04-30,3576,BEL,1
2021-05-05,1516,USA,1
2020-11-25,4139,GRC,1
2019-12-29,3446,POL,1
2020-06-14,3446,SWE,11
2020-09-20,332,USA,2
2021-07-15,1132,RUS,2
2020-07-19,3576,GBR,2
2019-08-26,5984,BEL,1
2021-06-02,2902,DEU,4
2021-05-20,332,FRA,1
2021-02-27,2902,USA,1
2020-08-10,3446,GBR,4
2019-11-03,1579,ROU,1
2020-08-02,4139,FRA,1
2020-12-31,5972,RUS,1
2020-11-05,1132,USA,3
2020-09-13,362,USA,1
2021-03-19,3576,DEU,2
2021-06-08,1923,DEU,1
2021-05-21,332,USA,3
2020-11-15,1923,USA,5
2021-06-28,362,FRA,1
2021-02-22,1132,RUS,1
2021-06-06,2902,USA,1
2020-11-07,4139,POL,4
2019-10-25,3446,DEU,3
2021-02-05,332,RUS,1
2020-11-11,3448,RUS,1
2020-02-14,362,UKR,1
2020-07-15,362,USA,1
2021-04-03,1132,USA,1
2020-10-26,5984,RUS,1
2020-06-28,362,RUS,1
2020-01-14,1579,FRA,3
2021-02-20,5972,POL,2
2020-11-18,5972,DEU,2
2020-11-02,1579,FRA,1
2020-10-22,3576,USA,1
2021-04-13,1516,USA,2
2020-08-28,1132,POL,1
2020-10-27,3446,USA,4
2021-07-07,1132,SWE,1
2021-07-31,332,USA,1
2021-03-30,3576,UKR,1
2020-11-09,362,CAN,1
2019-12-12,5972,USA,1
2021-03-05,4139,NLD,1
2021-06-08,4139,GBR,1
2021-07-17,362,USA,2
2020-07-29,1579,ESP,2
2019-11-26,332,USA,1
2020-09-07,1132,ROU,2
2019-12-01,409,USA,1
2021-06-25,1516,GBR,3
2021-07-03,1923,USA,21
2021-06-29,3448,GBR,3
2021-03-29,3446,RUS,1
2021-08-05,362,POL,2
2019-08-06,332,USA,1
2020-11-23,3448,RUS,1
2020-06-21,3576,ESP,1
2021-08-26,1579,AUS,2
2020-05-12,2902,POL,1
2020-06-21,2902,RUS,1
2021-06-23,4139,ITA,1
2019-10-28,3417,GBR,6
2020-01-30,3448,DEU,1
2021-08-06,1132,USA,7
2021-07-31,362,DEU,1
2020-11-18,332,ITA,1
2020-06-10,3448,USA,1
2020-09-07,2902,RUS,2
2020-08-14,1516,POL,4
2020-02-24,3448,UKR,2
2021-01-27,1923,ITA,5
2020-06-14,3446,USA,11
2019-11-24,3417,GBR,3
2021-08-19,1132,POL,6
2019-10-17,332,DEU,1
2019-11-07,3417,RUS,1
2021-05-05,1579,RUS,2
2020-03-31,3576,CAN,2
2019-10-02,3417,ITA,2
2021-04-24,3448,RUS,1
2020-12-24,5972,ITA,1
2019-09-29,332,DEU,4
2020-01-13,3446,RUS,2
2021-03-30,3576,USA,1
2021-07-01,362,DEU,2
2020-06-04,3446,RUS,4
2019-11-25,5984,ESP,2
2021-08-20,1516,USA,11
2021-05-23,1923,USA,1
2021-01-20,332,ITA,1
2021-06-20,3448,USA,2
2020-05-31,3417,USA,2
2020-03-10,3417,RUS,2
2020-08-18,362,ESP,1
2020-01-20,3448,BEL,1
2021-03-13,1923,USA,2
2020-03-07,3448,FRA,1
2021-03-28,4139,ESP,4
2020-04-04,1579,GBR,3
2019-09-30,332,ESP,1
2020-08-22,362,USA,1
2021-05-01,332,BEL,2
2021-05-31,5984,GBR,1
2019-12-16,3417,POL,1
2020-09-20,2902,ITA,1
2019-09-05,1579,DEU,1
2021-08-07,332,UKR,3
2021-06-21,1132,AUS,1
2021-08-01,4139,USA,2
2021-07-12,332,USA,1
2019-12-04,3446,CZE,1
2020-10-05,2902,DEU,3
2020-08-24,2902,ITA,1
2020-04-23,1516,USA,1
2021-06-21,3448,POL,5
2019-12-24,3417,RUS,1
2021-07-31,1516,USA,8
2020-08-28,362,RUS,3
2019-10-29,3417,USA,2
2020-11-07,2902,GBR,2
2020-03-13,3448,POL,1
2021-04-04,5984,USA,2
2019-12-06,332,RUS,1
2021-05-06,4139,RUS,4
2021-08-11,3448,USA,2
2019-07-20,3576,ESP,1
2020-09-16,332,POL,1
2021-07-14,2902,UKR,2
2020-04-07,2902,CAN,3
2020-04-14,3448,RUS,1
2019-12-20,1579,UKR,1
2020-04-25,1516,USA,2
2020-07-11,1579,USA,1
2020-06-15,3446,FRA,1
2021-02-20,1132,DEU,2
2021-08-16,1579,USA,3
2021-03-19,1579,RUS,2
2020-04-11,1579,RUS,1
2020-08-14,5984,UKR,1
2020-09-18,1516,GBR,1
2020-05-10,3446,FRA,4
2021-05-20,332,ESP,1
2020-03-25,1516,USA,1
2020-11-10,3448,RUS,8
2020-03-06,3446,RUS,2
2020-01-05,2902,USA,2
2020-02-15,362,USA,4
2021-01-24,1923,GBR,9
2020-11-14,332,USA,1
2020-08-10,3417,CAN,1
2021-04-11,1132,CAN,1
2021-08-17,3417,FRA,1
2019-10-19,5984,FRA,3
2021-01-04,2902,USA,3
2019-12-24,2902,ITA,1
2021-02-27,3576,NLD,1
2019-10-29,1516,USA,2
2021-04-24,362,SWE,1
2020-03-17,5972,ROU,1
2021-08-20,3448,DEU,4
2021-05-17,362,RUS,1
2021-02-21,362,RUS,1
2020-07-06,1132,ESP,1
2021-01-30,409,USA,2
2021-04-09,332,DEU,1
2020-01-20,3576,ESP,4
2021-05-12,332,USA,2
2020-01-31,362,UKR,2
2021-05-02,1132,ESP,1
2021-06-23,362,ROU,2
2020-03-31,1132,GRC,1
2021-05-30,3448,USA,11
2020-08-29,3448,GBR,1
2020-07-30,3446,USA,2
2020-10-08,409,DEU,1
2020-03-06,3446,USA,2
2021-06-19,1923,POL,2
2021-04-14,409,USA,1
2020-01-19,362,RUS,1
2020-05-05,3417,USA,2
2020-06-19,1132,USA,1
2020-02-05,362,ITA,2
2019-12-25,2902,GBR,2
2020-03-23,1516,RUS,1
2020-09-28,3448,GBR,2
2020-11-08,1579,USA,1
2021-04-07,5984,UKR,2
2020-12-08,362,GRC,1
2020-12-14,5972,USA,2
2021-02-04,5972,ITA,2
2021-01-10,332,ITA,1
2021-08-27,1579,RUS,1
2020-08-02,3446,FRA,5
2020-10-19,332,GBR,1
2020-12-28,1132,USA,1
2020-04-24,1132,ESP,1
2020-07-01,409,GBR,1
2021-04-01,332,FRA,1
2020-06-09,3417,DEU,1
2020-10-31,332,RUS,3
2019-07-27,5972,DEU,2
2021-06-07,5984,USA,1
2020-10-12,3576,USA,1
2019-10-27,1579,USA,1
2020-12-30,2902,ITA,1
2020-07-15,409,AUS,1
2021-08-04,2902,UKR,1
2021-02-02,3417,GBR,1
2021-08-13,1132,GBR,3
2019-08-18,332,USA,1
2021-01-28,409,USA,1
2021-02-15,1923,USA,1
2019-12-06,332,UKR,2
2020-11-01,4139,RUS,2
2020-02-02,3448,DEU,1
2020-06-18,1516,RUS,3
2019-12-12,332,GBR,1
2020-05-14,3417,USA,4
2021-05-21,4139,GRC,1
2021-06-03,2902,USA,3
2021-01-14,1923,POL,5
2020-05-15,5972,UKR,2
2019-10-15,332,CAN,2
2021-08-06,4139,UKR,2
2021-06-10,4139,ITA,6
2020-11-01,1132,RUS,5
2021-08-06,1923,DEU,4
2020-12-18,1132,UKR,2
2020-03-10,362,USA,2
2020-12-30,1132,USA,1
2019-12-05,409,ESP,1
2021-07-02,1579,BEL,2
2021-06-15,1923,DEU,1
2021-08-27,3417,USA,2
2020-09-29,1516,USA,1
2019-12-12,332,RUS,2
2021-03-04,1923,GBR,1
2020-07-01,1132,SWE,1
2020-10-21,3446,USA,1
2020-05-02,2902,RUS,2
2020-05-06,1132,RUS,1
2021-04-06,5972,RUS,1
2020-06-13,409,GBR,2
2020-01-22,3448,FRA,1
2020-09-13,1516,USA,2
2021-02-02,3417,DEU,1
2019-09-24,3446,ITA,3
2021-06-13,1132,DEU,3
2021-06-23,3448,USA,2
2021-03-10,409,RUS,1
2021-08-27,332,RUS,2
2020-11-30,1132,DEU,2
2019-10-16,1579,AUS,1
2021-01-05,4139,ESP,1
2020-01-28,5972,ESP,1
2019-10-28,409,GBR,1
2021-06-08,1132,DEU,2
2020-11-28,1132,UKR,1
2021-08-28,3417,POL,2
2021-03-11,362,RUS,3
2020-12-24,5972,ITA,1
2020-08-22,362,GBR,1
2020-03-29,2902,UKR,1
2021-04-03,4139,ESP,2
2019-11-17,3446,USA,1
2019-12-10,332,ESP,2
2020-11-24,2902,USA,1
2021-06-08,1132,ITA,1
2021-06-27,1132,GBR,2
2021-04-10,1516,RUS,1
2020-05-02,3448,GBR,1
2021-02-22,1132,USA,1
2020-12-10,332,FRA,3
2021-06-27,3448,USA,1
2020-12-08,5972,RUS,2
2020-12-06,409,USA,1
2020-09-04,1516,ITA,1
2021-08-09,362,CAN,1
2021-03-03,4139,USA,3
2020-05-18,5972,USA,2
2020-04-11,2902,USA,1
2021-05-02,1132,POL,1
2020-09-07,1579,USA,1
2020-07-21,5984,USA,1
2021-01-02,362,RUS,2
2020-02-17,3446,DEU,1
2020-09-14,3448,CAN,1
2021-07-04,4139,USA,2
2019-12-30,5972,RUS,4
2021-05-25,5972,USA,1
2020-11-06,3448,POL,4
2020-05-05,1516,ITA,1
2020-07-22,1132,USA,1
2021-03-14,4139,POL,1
2021-04-08,332,USA,2
2021-04-21,1516,USA,1
2020-02-19,362,USA,1
2020-12-01,5972,USA,2
2020-10-31,1923,POL,5
2020-01-19,3576,RUS,1
2021-08-16,1579,POL,3
2020-10-26,362,USA,1
2021-03-02,5984,AUS,1
2021-03-17,1579,DEU,1
2020-06-04,3576,USA,1
2021-07-30,1132,UKR,7
2020-05-06,3448,USA,1
2019-11-17,3417,UKR,2
2021-05-13,1579,USA,1
2020-09-24,4139,RUS,1
2021-04-23,332,GBR,1
2019-09-21,332,RUS,3
2020-09-05,1132,CAN,2
2020-03-01,362,RUS,2
2019-12-26,2902,ITA,2
2021-05-09,1923,DEU,8
2021-03-05,362,GBR,2
2020-09-21,5972,NLD,1
2021-05-06,1132,CAN,1
2021-07-27,1516,UKR,29
2020-05-06,3417,RUS,1
2021-03-20,5984,USA,1
2021-03-18,362,ESP,2
2021-01-11,5972,USA,3
2019-12-25,2902,USA,2
2020-11-07,5984,RUS,1
2021-05-19,362,USA,2
2021-01-15,4139,USA,3
2020-10-24,332,ITA,2
2020-11-05,5972,GBR,1
2021-03-05,2902,POL,1
2021-05-26,1132,RUS,2
2020-08-14,1132,DEU,1
2021-08-14,1579,ITA,2
2019-11-11,332,USA,1
2020-03-12,3446,DEU,1
2020-06-22,3448,CAN,1
2021-05-22,1132,GRC,1
2021-02-05,332,UKR,1
2020-02-26,1132,RUS,1
2019-11-26,3448,RUS,4
2020-05-22,1132,UKR,4
2019-09-07,3446,RUS,4
2021-02-03,362,RUS,1
2020-05-05,3417,UKR,2
2020-04-21,1579,USA,1
2021-02-17,1132,DEU,1
2021-08-03,332,POL,1
2020-01-24,1579,USA,1
2020-09-05,3448,RUS,5
2020-10-18,1132,RUS,1
2020-05-08,1132,GBR,2
2020-07-20,1132,FRA,1
2020-11-17,1923,USA,3
2020-06-09,3446,ESP,1
2021-03-05,362,USA,1
2020-03-02,362,USA,1
2020-11-30,4139,USA,1
2021-03-12,409,USA,1
2020-12-09,4139,RUS,1
2019-08-26,5984,POL,1
2021-02-13,362,POL,2
2021-01-03,409,NLD,1
2019-11-25,5984,DEU,2
2021-05-11,362,ESP,2
2021-04-28,409,USA,4
2021-07-06,1516,USA,3
2020-08-04,4139,USA,3
2020-11-24,1132,DEU,2
2019-09-14,3446,GRC,5
2021-06-08,1132,AUS,1
2020-09-01,362,ITA,1
2019-11-21,332,USA,3
2020-11-24,332,RUS,3
2020-02-12,362,GBR,1
2020-05-09,3576,GBR,1
2019-12-25,3446,FRA,3
2021-03-17,3576,USA,2
2021-06-28,3417,GBR,1
2021-06-21,3417,ITA,2
2020-05-08,1516,CAN,1
2021-02-13,4139,POL,3
2019-11-30,3417,USA,2
2019-12-06,3448,RUS,1
2020-08-08,1579,USA,1
2021-03-14,1579,USA,3
2020-04-29,5984,RUS,1
2020-08-31,1516,ITA,3
2020-11-15,5972,POL,1
2021-07-14,5984,DEU,2
2020-01-26,5972,USA,1
2019-11-05,332,SWE,2
2020-05-23,1579,USA,1
2021-01-04,3417,USA,2
2020-11-06,2902,USA,1
2021-01-09,4139,RUS,2
2021-06-30,3576,GBR,1
2020-11-12,362,ESP,1
2021-02-23,3576,DEU,1
2021-08-05,1132,RUS,7
2021-06-03,2902,USA,3
2021-05-05,362,USA,3
2020-07-24,1132,USA,2
2020-05-21,1516,USA,2
2019-09-29,3446,UKR,4
2021-08-13,3448,USA,2
2020-12-10,1132,ESP,2
2020-11-09,2902,ITA,2
2021-05-21,362,FRA,1
2019-12-13,332,USA,2
2019-09-27,332,GBR,3
2021-01-26,1923,USA,4
2020-10-08,1923,NLD,1
2020-11-17,1132,USA,4
2019-09-18,5984,USA,1
2020-02-28,332,ESP,1
2020-09-03,3576,UKR,1
2020-11-02,362,USA,1
2019-10-16,1579,GBR,1
2020-12-23,362,USA,1
2021-08-28,1132,FRA,5
2021-06-11,1516,RUS,1
2019-09-06,332,USA,2
2020-09-05,3448,GBR,5
2021-06-02,1132,USA,2
2021-07-28,362,ROU,2
2020-02-19,2902,ROU,2
2020-08-29,1132,POL,2
2020-11-08,1132,ESP,1
2021-06-09,5972,USA,1
2020-09-06,2902,USA,2
2019-11-05,3417,USA,2
2020-07-20,1132,RUS,1
2021-02-02,332,FRA,3
2020-02-14,362,USA,1
2020-08-08,3446,CAN,5
2020-08-24,1516,RUS,2
2020-02-20,3576,GBR,2
2020-08-17,3446,RUS,6
2021-04-21,409,ESP,1
2020-10-02,5972,USA,1
2020-06-02,362,USA,2
2020-11-06,4139,UKR,1
2020-09-23,1579,FRA,1
2020-12-25,1579,GBR,1
2020-08-27,362,FRA,1
2020-12-20,1132,POL,3
2020-12-11,332,POL,1
2021-06-23,362,PRT,2
2020-08-28,1516,UKR,4
2020-10-29,3576,USA,1
2021-08-10,1132,DEU,8
2021-06-27,1516,DEU,1
2020-07-25,1132,UKR,1
2020-09-11,1132,UKR,2
2019-09-07,1516,DEU,1
2021-06-12,1579,USA,2
2019-12-20,1579,FRA,1
2019-08-15,1516,ITA,1
2020-06-12,332,USA,1
2020-03-22,5984,CAN,1
2021-02-01,2902,RUS,1
2021-07-21,1516,CZE,5
2020-10-18,2902,AUS,1
2021-07-31,4139,USA,2
2019-10-01,5984,RUS,2
2020-08-10,332,USA,1
2021-05-11,2902,DEU,1
2020-04-23,3576,GBR,1
2021-05-18,4139,UKR,2
